CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5120-ITU,2025-10-01,Interior,ITU,SP,5652
L5121-VILA MASCOTE,2025-10-01,Capital,SÃO PAULO,SP,10060
L5122-PONTE RASA,2025-10-01,Capital,SÃO PAULO,SP,10501
L5123-SAO VICENTE,2025-10-01,Litoral,SÃO VICENTE,SP,8815
L5124-BOTUCATU,2025-10-01,Interior,BOTUCATU,SP,5205
L5126-CELSO GARCIA,2025-10-01,Capital,SÃO PAULO,SP,9013
L5127-SAO ROQUE,2025-10-01,Interior,SÃO ROQUE,SP,9385
L5129-REAL PARQUE,2025-10-01,Capital,SÃO PAULO,SP,3470
L5130-TUPI,2025-10-01,Litoral,PRAIA GRANDE,SP,7478
L5131-TAUBATE SAO GERALDO,2025-10-01,Interior,TAUBATÉ,SP,5074
L5132-CANTO DO FORTE,2025-10-01,Litoral,PRAIA GRANDE,SP,7541
L5134-GILBERTO SALOMAO,2025-10-01,DF,BRASÍLIA,DF,3943
L5135-402 ASA SUL,2025-10-01,DF,BRASÍLIA,DF,3319
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-10-01,Interior,RIBEIRÃO PRETO,SP,5040
L5138-306 ASA NORTE,2025-10-01,DF,BRASÍLIA,DF,6919
L5139-SBC RUDGE RAMOS,2025-10-01,RMSP,SÃO BERNARDO DO CAMPO,SP,8106
L5140-OSASCO KM 18,2025-10-01,RMSP,OSASCO,SP,9046
L5141-ALTO TAQUARAL,2025-10-01,Interior,CAMPINAS,SP,4915
L5142-MARILIA,2025-10-01,Interior,MARÍLIA,SP,3556
L5143-AQUARIUS,2025-10-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6771
L5144-EMBU DAS ARTES,2025-10-01,RMSP,EMBU DAS ARTES,SP,6813
L5145-TAMBORE,2025-10-01,RMSP,SANTANA DE PARNAÍBA,SP,3880
L5146-ITATIBA,2025-10-01,Interior,ITATIBA,SP,4871
L5147-ROLAND GARROS,2025-10-01,Capital,SÃO PAULO,SP,6156
L5148-PARQUE DO CARMO,2025-10-01,Capital,SÃO PAULO,SP,7257
L5149-ALTO DA MOOCA,2025-10-01,Capital,SÃO PAULO,SP,10977
L5150-ARARAQUARA,2025-10-01,Interior,ARARAQUARA,SP,5476
L5151-PINDAMONHANGABA,2025-10-01,Interior,PINDAMONHANGABA,SP,3700
L5152-ALTO DA BOA VISTA,2025-10-01,Capital,SÃO PAULO,SP,8645
L5153-EMBARE,2025-10-01,Litoral,SANTOS,SP,12745
L5154-RIO CLARO,2025-10-01,Interior,RIO CLARO,SP,3591
L5155-SUZANO,2025-10-01,RMSP,SUZANO,SP,6785
L5156-JARDIM PRUDENCIA,2025-10-01,Capital,SÃO PAULO,SP,8725
L5158-LEBLON,2025-10-01,RJ,RIO DE JANEIRO,RJ,5869
L5159-COTIA KM 39,2025-10-01,RMSP,COTIA,SP,7821
L5160-GUARATINGUETA,2025-10-01,Interior,GUARATINGUETÁ,SP,5865
L5161-ITANHAEM,2025-10-01,Litoral,ITANHAÉM,SP,7261
L5163-TAQUARI,2025-10-01,DF,BRASÍLIA,DF,4530
L5164-ITAPETININGA,2025-10-01,Interior,ITAPETININGA,SP,4795
L5165-MOGI DAS CRUZES MOGILAR,2025-10-01,RMSP,MOGI DAS CRUZES,SP,6521
L5166-MAIRIPORA,2025-10-01,RMSP,MAIRIPORÃ,SP,9237
L5168-SALTO,2025-10-01,Interior,SALTO,SP,5070
L5169-JACAREI,2025-10-01,Interior,JACAREÍ,SP,6674
L5172-PRESIDENTE PRUDENTE,2025-10-01,Interior,PRESIDENTE PRUDENTE,SP,4578
L5173-PERUIBE,2025-10-01,Litoral,PERUÍBE,SP,6223
L5174-PERI PERI,2025-10-01,Capital,SÃO PAULO,SP,6012
L5175-PARQUE SAO LUCAS,2025-10-01,Capital,SÃO PAULO,SP,9677
L5176-BRAGANCA PAULISTA,2025-10-01,Interior,BRAGANÇA PAULISTA,SP,10465
L5177-FREGUESIA DO O,2025-10-01,Capital,SÃO PAULO,SP,7800
L5178-PERIMETRAL,2025-10-01,RMSP,SANTO ANDRÉ,SP,8058
L5179-VILA YARA,2025-10-01,RMSP,OSASCO,SP,9724
L5180-FREI CANECA,2025-10-01,Capital,SÃO PAULO,SP,8226
L5181-RIBEIRAO PIRES,2025-10-01,RMSP,RIBEIRÃO PIRES,SP,6458
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-10-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,3944
L5184-PRACA VARNHAGEM,2025-10-01,RJ,RIO DE JANEIRO,RJ,8489
L5185-CLODOMIRO,2025-10-01,Capital,SÃO PAULO,SP,4421
L5186-VILA DAS MERCES,2025-10-01,Capital,SÃO PAULO,SP,7577
L5187-MUTIRAO,2025-10-01,GO,GOIÂNIA,GO,4260
L5188-CAJAMAR,2025-10-01,RMSP,CAJAMAR,SP,9486
L5192-ALPHAVILLE CONDE,2025-10-01,RMSP,BARUERI,SP,8060
L5193-COTIA,2025-10-01,RMSP,COTIA,SP,6984
L5195-LEME,2025-10-01,Interior,LEME,SP,3235
L5197-LIMEIRA,2025-10-01,Interior,LIMEIRA,SP,4141
L5198-VILA RESENDE,2025-10-01,Interior,PIRACICABA,SP,4874
L5199-CASA VERDE,2025-10-01,Capital,SÃO PAULO,SP,7650
L5200-JUVENTUS,2025-10-01,Capital,SÃO PAULO,SP,6553
L5201-ANA COSTA,2025-10-01,Litoral,SANTOS,SP,10564
L5202-VILA CAICARA,2025-10-01,Litoral,PRAIA GRANDE,SP,8843
L5204-ITAQUA,2025-10-01,RMSP,ITAQUAQUECETUBA,SP,6336
L5205-GRANJA KM 26,2025-10-01,RMSP,COTIA,SP,3636
L5206-CACHOEIRINHA,2025-10-01,Capital,SÃO PAULO,SP,4640
L5207-SANTO ANDRE ORATORIO,2025-10-01,RMSP,SANTO ANDRÉ,SP,9643
L5209-ITABERABA,2025-10-01,Capital,SÃO PAULO,SP,8514
L5210-CAMPANELLA,2025-10-01,Capital,SÃO PAULO,SP,8521
L5213-REMEDIOS ONIX,2025-10-01,Capital,SÃO PAULO,SP,6693
L5214-SAO MIGUEL,2025-10-01,Capital,SÃO PAULO,SP,7104
L5215-VILA EMA,2025-10-01,Capital,SÃO PAULO,SP,7619
L5216-UBATUBA,2025-10-01,Litoral,UBATUBA,SP,5137
L5218-PARELHEIROS,2025-10-01,Capital,SÃO PAULO,SP,9569
L5219-AV. ITAQUERA,2025-10-01,Capital,SÃO PAULO,SP,6784
L5220-PLANALTO,2025-10-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5377
L5221-BARUERI (BETHAVILLE),2025-10-01,RMSP,BARUERI,SP,7092
L5223-CAMPO LIMPO,2025-10-01,Capital,SÃO PAULO,SP,12606
L5225-ARUJA,2025-10-01,RMSP,ARUJÁ,SP,6647
L5227-CRUZEIRO,2025-10-01,Interior,CRUZEIRO,SP,5169
L5229-GLAUCIO GIL,2025-10-01,RJ,RIO DE JANEIRO,RJ,6147
L5230-LARGO DO MACHADO,2025-10-01,RJ,RIO DE JANEIRO,RJ,11820
L5231-SOROCABA PANNUNZIO,2025-10-01,Interior,SOROCABA,SP,6640
L5232-PARQUE ECOLOGICO,2025-10-01,Interior,INDAIATUBA,SP,8380
L5233-MONGAGUA,2025-10-01,Litoral,MONGAGUÁ,SP,7323
L5235-LOUVEIRA,2025-10-01,Interior,LOUVEIRA,SP,3968
L5236-JACAREI VILLA BRANCA,2025-10-01,Interior,JACAREÍ,SP,5098
L5237-PAULINIA,2025-10-01,Interior,PAULÍNIA,SP,7324
L5239-CACAPAVA,2025-10-01,Interior,CAÇAPAVA,SP,5073
L5240-BARAO GERALDO,2025-10-01,Interior,CAMPINAS,SP,5545
L5241-ITAPEVI,2025-10-01,RMSP,ITAPEVI,SP,8002
L5242-RECREIO,2025-10-01,RJ,RIO DE JANEIRO,RJ,2961
L5243-MONTE CASTELO,2025-10-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4926
L5244-TAGUATINGA SUL,2025-10-01,DF,BRASÍLIA,DF,4734
L5245-MAUA 2,2025-10-01,RMSP,MAUÁ,SP,8444
L5246-MALL MULTI GERMINARE,2025-10-01,Capital,SÃO PAULO,SP,17676
L5248-SBC PEREIRA BARRETO,2025-10-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7625
L5249-SANTA TERESINHA,2025-10-01,RMSP,SANTO ANDRÉ,SP,8255
L5250-VILA RICA,2025-10-01,Capital,SÃO PAULO,SP,6453
L5251-JANGADEIROS,2025-10-01,Capital,SÃO PAULO,SP,6768
L5252-14 DE DEZEMBRO,2025-10-01,Interior,JUNDIAÍ,SP,6664
L5253-HORTO,2025-10-01,Capital,SÃO PAULO,SP,5563
L5259-ALL WAYS MALL,2025-10-01,RJ,RIO DE JANEIRO,RJ,5056
L5261-UNIMART,2025-10-01,Interior,CAMPINAS,SP,7796
L5262-URBANOVA,2025-10-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,3905
L5266-MATEO BEI,2025-10-01,Capital,SÃO PAULO,SP,7029
L5267-JAU,2025-10-01,Interior,JAÚ,SP,2576
L5268-TIBURCIO,2025-10-01,Capital,SÃO PAULO,SP,7852
L5272-ILHABELA,2025-10-01,Litoral,ILHABELA,SP,6420
L5273-MORRO GRANDE,2025-10-01,Capital,SÃO PAULO,SP,6260
L5277-VILA CURUCA (NORDESTINA),2025-10-01,Capital,SÃO PAULO,SP,7093
L5278-ITAPECERICA DA SERRA,2025-10-01,RMSP,ITAPECERICA DA SERRA,SP,6271
L5279-BOX CAIEIRAS,2025-10-01,RMSP,CAIEIRAS,SP,4706
L5281-OLIVEIRA FREIRE,2025-10-01,Capital,SÃO PAULO,SP,5570
L5282-PARQUE OLIMPICO,2025-10-01,RJ,RIO DE JANEIRO,RJ,7348
L5283-ALDEIA DA SERRA,2025-10-01,RMSP,BARUERI,SP,4682
L5284-25 DE AGOSTO,2025-10-01,RJ,DUQUE DE CAXIAS,RJ,4821
L5001-RIBEIRAO PRETO (0217),2025-11-01,Interior,RIBEIRÃO PRETO,SP,9892
L5002-ALPHAVILLE (0290),2025-11-01,RMSP,BARUERI,SP,7884
L5003-LINS (0340),2025-11-01,Interior,LINS,SP,7865
L5004-CAMPO BELO (0448),2025-11-01,Capital,SÃO PAULO,SP,6583
L5005-BROOKLIN (0475),2025-11-01,Capital,SÃO PAULO,SP,5949
L5006-MARAJOARA (0487),2025-11-01,Capital,SÃO PAULO,SP,8079
L5007-KLABIN (0496),2025-11-01,Capital,SÃO PAULO,SP,2548
L5008-SCS MAUA (0500),2025-11-01,RMSP,SÃO CAETANO DO SUL,SP,5915
L5009-PIRITUBA (0508),2025-11-01,Capital,SÃO PAULO,SP,8638
L5012-SOROCABA (0527),2025-11-01,Interior,SOROCABA,SP,3036
L5013-GRANJA VIANA (0545),2025-11-01,RMSP,COTIA,SP,5707
L5014-ROUXINOL (0567),2025-11-01,Capital,SÃO PAULO,SP,6573
L5015-BARAO ITAPURA (0570),2025-11-01,Interior,CAMPINAS,SP,4471
L5016-ANDRADINA (0573),2025-11-01,Interior,ANDRADINA,SP,4285
L5017-LEOPOLDINA (0576),2025-11-01,Capital,SÃO PAULO,SP,3641
L5018-MOEMA JURUCE (0584),2025-11-01,Capital,SÃO PAULO,SP,8813
L5019-ANGELICA (0684),2025-11-01,Capital,SÃO PAULO,SP,9061
L5020-VILA MARIANA 2 (0779),2025-11-01,Capital,SÃO PAULO,SP,6743
L5021-VILA SAUDE (0782),2025-11-01,Capital,SÃO PAULO,SP,8863
L5022-SAO CAETANO CENTRO (0811),2025-11-01,RMSP,SÃO CAETANO DO SUL,SP,9677
L5023-JOSE BONIFACIO (0813),2025-11-01,Interior,CAMPINAS,SP,4511
L5024-VALINHOS (0814),2025-11-01,Interior,VALINHOS,SP,8440
L5025-PANAMBY (0817),2025-11-01,Capital,SÃO PAULO,SP,5626
L5026-VILA MARIA (0818),2025-11-01,Capital,SÃO PAULO,SP,5984
L5027-ACLIMACAO (0851),2025-11-01,Capital,SÃO PAULO,SP,8953
L5028-VILA PAULICEIA (0853),2025-11-01,Capital,SÃO PAULO,SP,5889
L5030-SAUDADE (0856),2025-11-01,Interior,CAMPINAS,SP,7960
L5031-PERDIZES (0860),2025-11-01,Capital,SÃO PAULO,SP,8011
L5033-SANTANA (0868),2025-11-01,Capital,SÃO PAULO,SP,4606
L5034-D. PEDRO ll (0873),2025-11-01,RMSP,SANTO ANDRÉ,SP,7147
L5035-TREMEMBE (0875),2025-11-01,Capital,SÃO PAULO,SP,6307
L5037-VILA ROMANA (0880),2025-11-01,Capital,SÃO PAULO,SP,6740
L5038-SAO JOSE DOS CAMPOS (0886),2025-11-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7577
L5039-ZELINA (1208),2025-11-01,Capital,SÃO PAULO,SP,8620
L5040-GUARULHOS (1211),2025-11-01,RMSP,GUARULHOS,SP,8429
L5041-TAUBATE (1224),2025-11-01,Interior,TAUBATÉ,SP,4590
L5042-IPIRANGA (1237),2025-11-01,Capital,SÃO PAULO,SP,10305
L5043-PORTUGAL (1239),2025-11-01,RMSP,SANTO ANDRÉ,SP,8396
L5044-INDAIATUBA (1243),2025-11-01,Interior,INDAIATUBA,SP,7478
L5045-TATUAPE (1247),2025-11-01,Capital,SÃO PAULO,SP,7414
L5046-VILA CARRAO (1248),2025-11-01,Capital,SÃO PAULO,SP,8003
L5047-SAO BERNARDO (1255),2025-11-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9681
L5048-SJC ANDROMEDA (1261),2025-11-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6691
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-11-01,Interior,RIBEIRÃO PRETO,SP,3553
L5050-SOROCABA W.LUIZ (1273),2025-11-01,Interior,SOROCABA,SP,6056
L5051-VILA PRUDENTE (1276),2025-11-01,Capital,SÃO PAULO,SP,6889
L5052-PINHEIROS (1277),2025-11-01,Capital,SÃO PAULO,SP,4321
L5053-MORUMBI (1278),2025-11-01,Capital,SÃO PAULO,SP,7220
L5054-PLANALTO (1279),2025-11-01,Capital,SÃO PAULO,SP,6998
L5055-CAMBUCI (1284),2025-11-01,Capital,SÃO PAULO,SP,8972
L5056-PENHA (1285),2025-11-01,Capital,SÃO PAULO,SP,8366
L5057-BOQUEIRAO (1289),2025-11-01,Litoral,SANTOS,SP,9104
L5058-JD. BONFIGLIOLI (1291),2025-11-01,Capital,SÃO PAULO,SP,9537
L5059-TUTOIA (1294),2025-11-01,Capital,SÃO PAULO,SP,7288
L5060-RIVIERA (1300),2025-11-01,Litoral,BERTIOGA,SP,6313
L5061-BOSQUE MAIA (1304),2025-11-01,RMSP,GUARULHOS,SP,6790
L5062-ASSUNCAO (1310),2025-11-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11787
L5063-SAO CAMILO (1311),2025-11-01,RMSP,COTIA,SP,4863
L5064-CHACARA INGLESA (1312),2025-11-01,Capital,SÃO PAULO,SP,8467
L5065-LINS DE VASCONCELOS (1313),2025-11-01,Capital,SÃO PAULO,SP,7525
L5066-CARAPICUIBA (1317),2025-11-01,RMSP,CARAPICUÍBA,SP,5955
L5067-CHACARA ST. ANTONIO (1318),2025-11-01,Capital,SÃO PAULO,SP,6534
L5068-BOSQUE DA SAUDE (1321),2025-11-01,Capital,SÃO PAULO,SP,8904
L5069-AGUA RASA (1322),2025-11-01,Capital,SÃO PAULO,SP,8068
L5070-BORGES LAGOA (1323),2025-11-01,Capital,SÃO PAULO,SP,5770
L5071-BELA VISTA (1326),2025-11-01,Capital,SÃO PAULO,SP,9991
L5072-SERRA DE JAPI (1330),2025-11-01,Capital,SÃO PAULO,SP,7349
L5073-VILA GUILHERME (1331),2025-11-01,Capital,SÃO PAULO,SP,8020
L5074-VOLUNTARIOS DA PATRIA (1335),2025-11-01,Capital,SÃO PAULO,SP,5662
L5076-PIRACICABA (1337),2025-11-01,Interior,PIRACICABA,SP,6321
L5077-OSCAR FREIRE (1341),2025-11-01,Capital,SÃO PAULO,SP,7944
L5078-CAMPO BELO 2 (1342),2025-11-01,Capital,SÃO PAULO,SP,4698
L5081-VILA OLIMPIA (1345),2025-11-01,Capital,SÃO PAULO,SP,4890
L5082-VILA ANDRADE (1346),2025-11-01,Capital,SÃO PAULO,SP,7876
L5083-BARCELONA (1347),2025-11-01,RMSP,SÃO CAETANO DO SUL,SP,6015
L5084-GUAIPA (1349),2025-11-01,Capital,SÃO PAULO,SP,6966
L5086-PORTAL DO MORUMBI (1352),2025-11-01,Capital,SÃO PAULO,SP,11360
L5087-ALBERTO ANDALO (1353),2025-11-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4794
L5088-PONTA DA PRAIA (1363),2025-11-01,Litoral,SANTOS,SP,10726
L5089-BOA VISTA (1364),2025-11-01,RMSP,SÃO CAETANO DO SUL,SP,7140
L5090-NORTE SUL (1365),2025-11-01,Interior,CAMPINAS,SP,4775
L5091-NOVA CANTAREIRA (1366),2025-11-01,Capital,SÃO PAULO,SP,7095
L5092-VILA AUGUSTA (1374),2025-11-01,RMSP,GUARULHOS,SP,7530
L5093-PERDIZES 2 (1376),2025-11-01,Capital,SÃO PAULO,SP,6825
L5095-VILLA LOBOS (1380),2025-11-01,Capital,SÃO PAULO,SP,4759
L5097-JUNDIAI (1404),2025-11-01,Interior,JUNDIAÍ,SP,6220
L5098-AUTONOMISTAS (1405),2025-11-01,RMSP,OSASCO,SP,9645
L5099-VILA MATILDE (1421),2025-11-01,Capital,SÃO PAULO,SP,10497
L5100-INTERLAGOS (1431),2025-11-01,Capital,SÃO PAULO,SP,7553
L5101-CIDADE SAO FRANCISCO (1432),2025-11-01,Capital,SÃO PAULO,SP,7303
L5102-POMPEIA DESEMBARGADOR (1449),2025-11-01,Capital,SÃO PAULO,SP,8169
L5103-ATIBAIA (1454),2025-11-01,Interior,ATIBAIA,SP,12676
L5105-DOM PEDRO I (1457),2025-11-01,RMSP,SANTO ANDRÉ,SP,8260
L5106-GUILHERMINA (1516),2025-11-01,Litoral,PRAIA GRANDE,SP,7709
L5107-MANDAQUI (1521),2025-11-01,Capital,SÃO PAULO,SP,5839
L5108-MOGI DAS CRUZES (1527),2025-11-01,RMSP,MOGI DAS CRUZES,SP,6373
L5109-SANTOS POMPEIA,2025-11-01,Litoral,SANTOS,SP,9776
L5111-VINHEDO,2025-11-01,Interior,VINHEDO,SP,3948
L5112-BAURU,2025-11-01,Interior,BAURU,SP,3230
L5113-ANASTACIO,2025-11-01,Capital,SÃO PAULO,SP,8389
L5114-106 ASA SUL,2025-11-01,DF,BRASÍLIA,DF,4438
L5116-ENSEADA,2025-11-01,Litoral,GUARUJÁ,SP,5682
L5117-NOVA GRANADA,2025-11-01,RMSP,OSASCO,SP,10055
L5118-ARACATUBA,2025-11-01,Interior,ARAÇATUBA,SP,3461
L5119-AGUAS CLARAS (ARAUCARIAS),2025-11-01,DF,BRASÍLIA,DF,7289
L5120-ITU,2025-11-01,Interior,ITU,SP,5825
L5121-VILA MASCOTE,2025-11-01,Capital,SÃO PAULO,SP,10146
L5122-PONTE RASA,2025-11-01,Capital,SÃO PAULO,SP,10641
L5123-SAO VICENTE,2025-11-01,Litoral,SÃO VICENTE,SP,8699
L5124-BOTUCATU,2025-11-01,Interior,BOTUCATU,SP,5254
L5126-CELSO GARCIA,2025-11-01,Capital,SÃO PAULO,SP,9376
L5127-SAO ROQUE,2025-11-01,Interior,SÃO ROQUE,SP,9637
L5129-REAL PARQUE,2025-11-01,Capital,SÃO PAULO,SP,3549
L5130-TUPI,2025-11-01,Litoral,PRAIA GRANDE,SP,7941
L5131-TAUBATE SAO GERALDO,2025-11-01,Interior,TAUBATÉ,SP,5244
L5132-CANTO DO FORTE,2025-11-01,Litoral,PRAIA GRANDE,SP,7769
L5134-GILBERTO SALOMAO,2025-11-01,DF,BRASÍLIA,DF,3885
L5135-402 ASA SUL,2025-11-01,DF,BRASÍLIA,DF,3273
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-11-01,Interior,RIBEIRÃO PRETO,SP,5059
L5138-306 ASA NORTE,2025-11-01,DF,BRASÍLIA,DF,6722
L5139-SBC RUDGE RAMOS,2025-11-01,RMSP,SÃO BERNARDO DO CAMPO,SP,8321
L5140-OSASCO KM 18,2025-11-01,RMSP,OSASCO,SP,9293
L5141-ALTO TAQUARAL,2025-11-01,Interior,CAMPINAS,SP,5043
L5142-MARILIA,2025-11-01,Interior,MARÍLIA,SP,3680
L5143-AQUARIUS,2025-11-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6808
L5144-EMBU DAS ARTES,2025-11-01,RMSP,EMBU DAS ARTES,SP,7198
L5145-TAMBORE,2025-11-01,RMSP,SANTANA DE PARNAÍBA,SP,3770
L5146-ITATIBA,2025-11-01,Interior,ITATIBA,SP,5549
L5147-ROLAND GARROS,2025-11-01,Capital,SÃO PAULO,SP,6450
L5148-PARQUE DO CARMO,2025-11-01,Capital,SÃO PAULO,SP,7493
L5149-ALTO DA MOOCA,2025-11-01,Capital,SÃO PAULO,SP,11024
L5150-ARARAQUARA,2025-11-01,Interior,ARARAQUARA,SP,5466
L5151-PINDAMONHANGABA,2025-11-01,Interior,PINDAMONHANGABA,SP,3802
L5152-ALTO DA BOA VISTA,2025-11-01,Capital,SÃO PAULO,SP,8215
L5153-EMBARE,2025-11-01,Litoral,SANTOS,SP,12385
L5154-RIO CLARO,2025-11-01,Interior,RIO CLARO,SP,3475
L5155-SUZANO,2025-11-01,RMSP,SUZANO,SP,6977
L5156-JARDIM PRUDENCIA,2025-11-01,Capital,SÃO PAULO,SP,8640
L5158-LEBLON,2025-11-01,RJ,RIO DE JANEIRO,RJ,6026
L5159-COTIA KM 39,2025-11-01,RMSP,COTIA,SP,7993
L5160-GUARATINGUETA,2025-11-01,Interior,GUARATINGUETÁ,SP,5925
L5161-ITANHAEM,2025-11-01,Litoral,ITANHAÉM,SP,7690
L5163-TAQUARI,2025-11-01,DF,BRASÍLIA,DF,4585
L5164-ITAPETININGA,2025-11-01,Interior,ITAPETININGA,SP,4856
L5165-MOGI DAS CRUZES MOGILAR,2025-11-01,RMSP,MOGI DAS CRUZES,SP,6462
L5166-MAIRIPORA,2025-11-01,RMSP,MAIRIPORÃ,SP,7830
L5168-SALTO,2025-11-01,Interior,SALTO,SP,5272
L5169-JACAREI,2025-11-01,Interior,JACAREÍ,SP,6697
L5172-PRESIDENTE PRUDENTE,2025-11-01,Interior,PRESIDENTE PRUDENTE,SP,4729
L5173-PERUIBE,2025-11-01,Litoral,PERUÍBE,SP,6714
L5174-PERI PERI,2025-11-01,Capital,SÃO PAULO,SP,6109
L5175-PARQUE SAO LUCAS,2025-11-01,Capital,SÃO PAULO,SP,10094
L5176-BRAGANCA PAULISTA,2025-11-01,Interior,BRAGANÇA PAULISTA,SP,10948
L5177-FREGUESIA DO O,2025-11-01,Capital,SÃO PAULO,SP,8030
L5178-PERIMETRAL,2025-11-01,RMSP,SANTO ANDRÉ,SP,8107
L5179-VILA YARA,2025-11-01,RMSP,OSASCO,SP,9565
L5180-FREI CANECA,2025-11-01,Capital,SÃO PAULO,SP,8329
L5181-RIBEIRAO PIRES,2025-11-01,RMSP,RIBEIRÃO PIRES,SP,7097
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-11-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4182
L5184-PRACA VARNHAGEM,2025-11-01,RJ,RIO DE JANEIRO,RJ,8657
L5185-CLODOMIRO,2025-11-01,Capital,SÃO PAULO,SP,4201
L5186-VILA DAS MERCES,2025-11-01,Capital,SÃO PAULO,SP,7838
L5187-MUTIRAO,2025-11-01,GO,GOIÂNIA,GO,4217
L5188-CAJAMAR,2025-11-01,RMSP,CAJAMAR,SP,10409
L5192-ALPHAVILLE CONDE,2025-11-01,RMSP,BARUERI,SP,7762
L5193-COTIA,2025-11-01,RMSP,COTIA,SP,7365
L5195-LEME,2025-11-01,Interior,LEME,SP,3312
L5197-LIMEIRA,2025-11-01,Interior,LIMEIRA,SP,4409
L5198-VILA RESENDE,2025-11-01,Interior,PIRACICABA,SP,4758
L5199-CASA VERDE,2025-11-01,Capital,SÃO PAULO,SP,7763
L5200-JUVENTUS,2025-11-01,Capital,SÃO PAULO,SP,6758
L5201-ANA COSTA,2025-11-01,Litoral,SANTOS,SP,10073
L5202-VILA CAICARA,2025-11-01,Litoral,PRAIA GRANDE,SP,9729
L5204-ITAQUA,2025-11-01,RMSP,ITAQUAQUECETUBA,SP,6363
L5205-GRANJA KM 26,2025-11-01,RMSP,COTIA,SP,3746
L5206-CACHOEIRINHA,2025-11-01,Capital,SÃO PAULO,SP,4868
L5207-SANTO ANDRE ORATORIO,2025-11-01,RMSP,SANTO ANDRÉ,SP,9802
L5209-ITABERABA,2025-11-01,Capital,SÃO PAULO,SP,8292
L5210-CAMPANELLA,2025-11-01,Capital,SÃO PAULO,SP,8671
L5213-REMEDIOS ONIX,2025-11-01,Capital,SÃO PAULO,SP,6966
L5214-SAO MIGUEL,2025-11-01,Capital,SÃO PAULO,SP,7305
L5215-VILA EMA,2025-11-01,Capital,SÃO PAULO,SP,8216
L5216-UBATUBA,2025-11-01,Litoral,UBATUBA,SP,5435
L5218-PARELHEIROS,2025-11-01,Capital,SÃO PAULO,SP,9834
L5219-AV. ITAQUERA,2025-11-01,Capital,SÃO PAULO,SP,7145
L5220-PLANALTO,2025-11-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5363
L5221-BARUERI (BETHAVILLE),2025-11-01,RMSP,BARUERI,SP,7098
L5223-CAMPO LIMPO,2025-11-01,Capital,SÃO PAULO,SP,12730
L5225-ARUJA,2025-11-01,RMSP,ARUJÁ,SP,6827
L5227-CRUZEIRO,2025-11-01,Interior,CRUZEIRO,SP,4989
L5229-GLAUCIO GIL,2025-11-01,RJ,RIO DE JANEIRO,RJ,6194
L5230-LARGO DO MACHADO,2025-11-01,RJ,RIO DE JANEIRO,RJ,11805
L5231-SOROCABA PANNUNZIO,2025-11-01,Interior,SOROCABA,SP,6659
L5232-PARQUE ECOLOGICO,2025-11-01,Interior,INDAIATUBA,SP,8605
L5233-MONGAGUA,2025-11-01,Litoral,MONGAGUÁ,SP,7585
L5235-LOUVEIRA,2025-11-01,Interior,LOUVEIRA,SP,4053
L5236-JACAREI VILLA BRANCA,2025-11-01,Interior,JACAREÍ,SP,4931
L5237-PAULINIA,2025-11-01,Interior,PAULÍNIA,SP,7614
L5239-CACAPAVA,2025-11-01,Interior,CAÇAPAVA,SP,5064
L5240-BARAO GERALDO,2025-11-01,Interior,CAMPINAS,SP,5764
L5241-ITAPEVI,2025-11-01,RMSP,ITAPEVI,SP,8311
L5242-RECREIO,2025-11-01,RJ,RIO DE JANEIRO,RJ,3106
L5243-MONTE CASTELO,2025-11-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,5228
L5244-TAGUATINGA SUL,2025-11-01,DF,BRASÍLIA,DF,4735
L5245-MAUA 2,2025-11-01,RMSP,MAUÁ,SP,9021
L5246-MALL MULTI GERMINARE,2025-11-01,Capital,SÃO PAULO,SP,15419
L5248-SBC PEREIRA BARRETO,2025-11-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7714
L5249-SANTA TERESINHA,2025-11-01,RMSP,SANTO ANDRÉ,SP,8141
L5250-VILA RICA,2025-11-01,Capital,SÃO PAULO,SP,6660
L5251-JANGADEIROS,2025-11-01,Capital,SÃO PAULO,SP,6626
L5252-14 DE DEZEMBRO,2025-11-01,Interior,JUNDIAÍ,SP,7033
L5253-HORTO,2025-11-01,Capital,SÃO PAULO,SP,5936
